,Unnamed: 0.4,Unnamed: 0.3,Unnamed: 0.1,Unnamed: 0,Unnamed: 0.2,spotRate,spotAveragePoint,spotName,New_cat,New_sub_cat,spotLat,spotLng,zipcode,spotAddress,spotBuildingName,spotTel,sfiInfo,naver_rating_score,naver_rating_count,card_review_json,naver_open_hours,user_reviews,theme_keyword,menu
1363,1363,1363,1363,1363,1363,mid,4.0,장패(판암점),0,1.0,36.316425371753,127.45992082544,34676.0,대전광역시 동구 옥천로176번길 15-1,,,[1],,,,,,,
1364,1364,1364,1364,1364,1364,mid,4.0,금천(문창점),7,,36.313950804582,127.43634433405,35032.0,대전광역시 중구 문창로 3,,,[1],,,,,,,
1365,1365,1365,1365,1365,1365,mid,4.0,해피마트,7,,36.316266573692,127.43789393559,35029.0,대전광역시 중구 보문로20번길 38,,042-286-1731,[1],4.37,['350'],"[{""\""\u00ec\u0083\u0081\u00ed\u0092\u0088\u00ec\u009d\u00b4 \u00eb\u008b\u00a4\u00ec\u0096\u0091\u00ed\u0095\u00b4\u00ec\u009a\u0094\"""": ""127""}, {""\""\u00ec\u00b9\u009c\u00ec\u00a0\u0088\u00ed\u0095\u00b4\u00ec\u009a\u0094\"""": ""87""}, {""\""\u00ed\u0096\u0089\u00ec\u0082\u00ac \u00ec\u0083\u0081\u00ed\u0092\u0088\u00ec\u009d\u00b4 \u00eb\u008b\u00a4\u00ec\u0096\u0091\u00ed\u0095\u00b4\u00ec\u009a\u0094\"""": ""28""}, {""\""\u00eb\u00a7\u00a4\u00ec\u009e\u00a5\u00ec\u009d\u00b4 \u00eb\u0084\u0093\u00ec\u0096\u00b4\u00ec\u009a\u0094\"""": ""20""}, {""\""\u00eb\u00a7\u00a4\u00ec\u009e\u00a5\u00ec\u009d\u00b4 \u00ec\u00b2\u00ad\u00ea\u00b2\u00b0\u00ed\u0095\u00b4\u00ec\u009a\u0094\"""": ""16""}, {""\""\u00ec\u008b\u00a0\u00ec\u0083\u0081\u00ed\u0092\u0088\u00ec\u009d\u00b4 \u00eb\u00a7\u008e\u00ec\u0095\u0084\u00ec\u009a\u0094\"""": ""12""}, {""\""\u00ec\u00a3\u00bc\u00ec\u00b0\u00a8\u00ed\u0095\u0098\u00ea\u00b8\u00b0 \u00ed\u008e\u00b8\u00ed\u0095\u00b4\u00ec\u009a\u0094\"""": ""10""}, {""\""\u00ed\u0095\u00a0\u00ec\u009d\u00b8/\u00ec\u00a0\u0081\u00eb\u00a6\u00bd\u00ec\u009d\u0084 \u00ec\u009e\u0098 \u00ec\u00b1\u0099\u00ea\u00b2\u00a8\u00ec\u00a4\u0098\u00ec\u009a\u0094\"""": ""9""}, {""\""\u00eb\u00b0\u00b0\u00eb\u008b\u00ac \u00ec\u008b\u009c\u00ec\u008a\u00a4\u00ed\u0085\u009c\u00ec\u009d\u00b4 \u00ed\u008e\u00b8\u00eb\u00a6\u00ac\u00ed\u0095\u00b4\u00ec\u009a\u0094\"""": ""6""}, {""\""\u00ea\u00b3\u00bc\u00ec\u00b1\u0084\u00ea\u00b0\u0080 \u00ec\u008b\u00a0\u00ec\u0084\u00a0\u00ed\u0095\u00b4\u00ec\u009a\u0094\"""": ""3""}, {""\""\u00ec\u00a6\u0089\u00ec\u0084\u009d\u00ec\u00a1\u00b0\u00eb\u00a6\u00ac \u00ec\u008b\u009d\u00ed\u0092\u0088\u00ec\u009d\u00b4 \u00eb\u00a7\u009b\u00ec\u009e\u0088\u00ec\u0096\u00b4\u00ec\u009a\u0094\"""": ""3""}, {""\""\u00ea\u00b3\u00a0\u00ea\u00b8\u00b0 \u00ec\u00a7\u0088\u00ec\u009d\u00b4 \u00ec\u00a2\u008b\u00ec\u0095\u0084\u00ec\u009a\u0094\"""": ""2""}]",{'매일': ['08:30 - 21:30']},{},[],{}
1366,1366,1366,1366,1366,1366,mid,4.0,프랑세즈,7,,36.317356823735,127.4576679938,,,,042-282-0331,[1],4.34,['92'],"[{""\""\u00eb\u00b9\u00b5\u00ec\u009d\u00b4 \u00eb\u00a7\u009b\u00ec\u009e\u0088\u00ec\u0096\u00b4\u00ec\u009a\u0094\"""": ""28""}, {""\""\u00ec\u00b9\u009c\u00ec\u00a0\u0088\u00ed\u0095\u00b4\u00ec\u009a\u0094\"""": ""21""}, {""\""\u00ea\u00b0\u0080\u00ec\u0084\u00b1\u00eb\u00b9\u0084\u00ea\u00b0\u0080 \u00ec\u00a2\u008b\u00ec\u0095\u0084\u00ec\u009a\u0094\"""": ""6""}, {""\""\u00ed\u008a\u00b9\u00eb\u00b3\u0084\u00ed\u0095\u009c \u00eb\u00a9\u0094\u00eb\u0089\u00b4\u00ea\u00b0\u0080 \u00ec\u009e\u0088\u00ec\u0096\u00b4\u00ec\u009a\u0094\"""": ""5""}, {""\""\u00eb\u00a7\u00a4\u00ec\u009e\u00a5\u00ec\u009d\u00b4 \u00ec\u00b2\u00ad\u00ea\u00b2\u00b0\u00ed\u0095\u00b4\u00ec\u009a\u0094\"""": ""5""}, {""\""\u00ec\u00bb\u00a4\u00ed\u0094\u00bc\u00ea\u00b0\u0080 \u00eb\u00a7\u009b\u00ec\u009e\u0088\u00ec\u0096\u00b4\u00ec\u009a\u0094\"""": ""2""}, {""\""\u00ec\u00a3\u00bc\u00ec\u00b0\u00a8\u00ed\u0095\u0098\u00ea\u00b8\u00b0 \u00ed\u008e\u00b8\u00ed\u0095\u00b4\u00ec\u009a\u0094\"""": ""1""}, {""\""\u00ed\u0099\u0094\u00ec\u009e\u00a5\u00ec\u008b\u00a4\u00ec\u009d\u00b4 \u00ea\u00b9\u00a8\u00eb\u0081\u0097\u00ed\u0095\u00b4\u00ec\u009a\u0094\"""": ""1""}]","{'월': ['07:00 - 22:00'], '화': ['07:00 - 22:00'], '수': ['07:00 - 22:00'], '목': ['07:00 - 22:00'], '금': ['07:00 - 22:00'], '토': ['07:00 - 22:00'], '일': ['정기휴무 (매주 일요일)']}",{},[],{}
1367,1367,1367,1367,1367,1367,mid,4.0,메두사,7,,36.316763547245,127.45915668729,34676.0,대전광역시 동구 옥천로 168,,042-320-8070,[1],no_rating,,,"{'월': ['10:00 - 21:00'], '화': ['10:00 - 21:00'], '수': ['정기휴무 (매주 수요일)'], '목': ['10:00 - 21:00'], '금': ['10:00 - 21:00'], '토': ['10:00 - 21:00'], '일': ['10:00 - 21:00']}",{},[],{}
1368,1368,1368,1368,1368,1368,mid,4.0,대원빌딩,7,,36.319120093973,127.39917482397,34900.0,대전광역시 중구 계백로 1613,,042-527-2042,[1],no_rating,,,[],{},[],{}
1369,1369,1369,1369,1369,1369,mid,4.0,LG u+  우수대리점,7,,36.319120093973,127.39917482397,34900.0,대전광역시 중구 계백로 1613,,,[1],,,,,,,
1370,1370,1370,1370,1370,1370,mid,4.0,Gs25 유천대원점,7,,36.319120093973,127.39917482397,34900.0,대전광역시 중구 계백로 1613,,,[1],no_rating,,,,,,
1371,1371,1371,1371,1371,1371,mid,4.0,콜핑 대전중구점 ,7,,36.319120093973,127.39917482397,34900.0,대전광역시 중구 계백로 1613,,,[1],,,,,,,
1372,1372,1372,1372,1372,1372,mid,4.0,즐거운치과,2,,36.319120093973,127.39917482397,34900.0,대전광역시 중구 계백로 1613,,042-531-2274,[1],no_rating,,,,{},[],{}
1373,1373,1373,1373,1373,1373,mid,4.0,수미현꼬마김밥,0,2.0,36.37253399706,127.31900470418,34086.0,대전광역시 유성구 은구비남로33번길 5,,,[1],,,,,,,
1374,1374,1374,1374,1374,1374,mid,4.0,올레,7,,36.37253399706,127.31900470418,34086.0,대전광역시 유성구 은구비남로33번길 5,,02-2222-2255,[1],4.92,['10'],[],[],{},[],{}
1375,1375,1375,1375,1375,1375,mid,4.0,폼프리츠,0,9.0,36.37253399706,127.31900470418,34086.0,대전광역시 유성구 은구비남로33번길 5,,,[1],,,,,,,
1376,1376,1376,1376,1376,1376,mid,4.0,유플러스,7,,36.373660230653,127.31841645809,34086.0,대전광역시 유성구 노은로 158,,042-825-4027,[1],no_rating,,,"{'월': ['10:00 - 20:00'], '화': ['10:00 - 20:00'], '수': ['10:00 - 20:00'], '목': ['10:00 - 20:00'], '금': ['10:00 - 20:00'], '토': ['10:00 - 20:00'], '일': ['10:00 - 20:00']}",{},[],{}
1377,1377,1377,1377,1377,1377,mid,4.0,두피 탈모,7,,36.373660230653,127.31841645809,34086.0,대전광역시 유성구 노은로 158,,042-525-8260,[1],no_rating,,,{'매일': ['09:30 - 20:00']},{},[],{}
1378,1378,1378,1378,1378,1378,mid,4.0,아가방,7,,36.373660230653,127.31841645809,34086.0,대전광역시 유성구 노은로 158,,042-823-5623,[1],4.3,['126'],"[{""\""\u00ec\u00b9\u009c\u00ec\u00a0\u0088\u00ed\u0095\u00b4\u00ec\u009a\u0094\"""": ""14""}, {""\""\u00ec\u00a2\u0085\u00eb\u00a5\u0098\u00ea\u00b0\u0080 \u00eb\u008b\u00a4\u00ec\u0096\u0091\u00ed\u0095\u00b4\u00ec\u009a\u0094\"""": ""7""}, {""\""\u00ed\u0092\u0088\u00ec\u00a7\u0088\u00ec\u009d\u00b4 \u00ec\u00a2\u008b\u00ec\u0095\u0084\u00ec\u009a\u0094\"""": ""5""}, {""\""\u00ea\u00b0\u0080\u00ec\u0084\u00b1\u00eb\u00b9\u0084\u00ea\u00b0\u0080 \u00ec\u00a2\u008b\u00ec\u0095\u0084\u00ec\u009a\u0094\"""": ""4""}, {""\""\u00ec\u008b\u009c\u00ec\u0084\u00a4\u00ec\u009d\u00b4 \u00ea\u00b9\u0094\u00eb\u0081\u0094\u00ed\u0095\u00b4\u00ec\u009a\u0094\"""": ""2""}, {""\""\u00eb\u00b6\u0084\u00ec\u009c\u0084\u00ea\u00b8\u00b0\u00ea\u00b0\u0080 \u00ed\u008e\u00b8\u00ec\u0095\u0088\u00ed\u0095\u00b4\u00ec\u009a\u0094\"""": ""2""}, {""\""\u00eb\u00b9\u0084\u00ec\u008b\u00bc \u00eb\u00a7\u008c\u00ed\u0081\u00bc \u00ea\u00b0\u0080\u00ec\u00b9\u0098\u00ec\u009e\u0088\u00ec\u0096\u00b4\u00ec\u009a\u0094\"""": ""1""}]",,{},[],{}
1379,1379,1379,1379,1379,1379,mid,4.0,클랜씨,7,,36.373660230653,127.31841645809,34086.0,대전광역시 유성구 노은로 158,,,[1],,,,,,,
1380,1380,1380,1380,1380,1380,mid,4.0,태국 안경원,2,,36.373660230653,127.31841645809,34086.0,대전광역시 유성구 노은로 158,,,[1],,,,,,,
1381,1381,1381,1381,1381,1381,mid,4.0,태국 안경원,2,,36.373660230653,127.31841645809,34086.0,대전광역시 유성구 노은로 158,,,[1],,,,,,,
1382,1382,1382,1382,1382,1382,mid,4.0,태양마트,7,,36.373660230653,127.31841645809,34086.0,대전광역시 유성구 노은로 158,,042-477-6236,[1],4.46,['243'],"[{""\""\u00ec\u0083\u0081\u00ed\u0092\u0088\u00ec\u009d\u00b4 \u00eb\u008b\u00a4\u00ec\u0096\u0091\u00ed\u0095\u00b4\u00ec\u009a\u0094\"""": ""175""}, {""\""\u00ec\u00b9\u009c\u00ec\u00a0\u0088\u00ed\u0095\u00b4\u00ec\u009a\u0094\"""": ""170""}, {""\""\u00ed\u0096\u0089\u00ec\u0082\u00ac \u00ec\u0083\u0081\u00ed\u0092\u0088\u00ec\u009d\u00b4 \u00eb\u008b\u00a4\u00ec\u0096\u0091\u00ed\u0095\u00b4\u00ec\u009a\u0094\"""": ""53""}, {""\""\u00ed\u0095\u00a0\u00ec\u009d\u00b8/\u00ec\u00a0\u0081\u00eb\u00a6\u00bd\u00ec\u009d\u0084 \u00ec\u009e\u0098 \u00ec\u00b1\u0099\u00ea\u00b2\u00a8\u00ec\u00a4\u0098\u00ec\u009a\u0094\"""": ""48""}, {""\""\u00eb\u00a7\u00a4\u00ec\u009e\u00a5\u00ec\u009d\u00b4 \u00ec\u00b2\u00ad\u00ea\u00b2\u00b0\u00ed\u0095\u00b4\u00ec\u009a\u0094\"""": ""41""}, {""\""\u00ec\u008b\u00a0\u00ec\u0083\u0081\u00ed\u0092\u0088\u00ec\u009d\u00b4 \u00eb\u00a7\u008e\u00ec\u0095\u0084\u00ec\u009a\u0094\"""": ""32""}, {""\""\u00ea\u00b3\u00bc\u00ec\u00b1\u0084\u00ea\u00b0\u0080 \u00ec\u008b\u00a0\u00ec\u0084\u00a0\u00ed\u0095\u00b4\u00ec\u009a\u0094\"""": ""12""}, {""\""\u00eb\u00a7\u00a4\u00ec\u009e\u00a5\u00ec\u009d\u00b4 \u00eb\u0084\u0093\u00ec\u0096\u00b4\u00ec\u009a\u0094\"""": ""11""}, {""\""\u00ec\u00a6\u0089\u00ec\u0084\u009d\u00ec\u00a1\u00b0\u00eb\u00a6\u00ac \u00ec\u008b\u009d\u00ed\u0092\u0088\u00ec\u009d\u00b4 \u00eb\u00a7\u009b\u00ec\u009e\u0088\u00ec\u0096\u00b4\u00ec\u009a\u0094\"""": ""8""}, {""\""\u00eb\u00b0\u00b0\u00eb\u008b\u00ac \u00ec\u008b\u009c\u00ec\u008a\u00a4\u00ed\u0085\u009c\u00ec\u009d\u00b4 \u00ed\u008e\u00b8\u00eb\u00a6\u00ac\u00ed\u0095\u00b4\u00ec\u009a\u0094\"""": ""5""}, {""\""\u00ec\u00a3\u00bc\u00ec\u00b0\u00a8\u00ed\u0095\u0098\u00ea\u00b8\u00b0 \u00ed\u008e\u00b8\u00ed\u0095\u00b4\u00ec\u009a\u0094\"""": ""5""}, {""\""\u00ea\u00b3\u00a0\u00ea\u00b8\u00b0 \u00ec\u00a7\u0088\u00ec\u009d\u00b4 \u00ec\u00a2\u008b\u00ec\u0095\u0084\u00ec\u009a\u0094\"""": ""2""}]",[],{},[],{}
1383,1383,1383,1383,1383,1383,mid,4.0,c&c편의점,7,,36.372546143009,127.31850552337,34086.0,대전광역시 유성구 노은로 144,,0507-1303-5641,[1],no_rating,,,"{'월': ['13:00 - 19:00'], '화': ['13:00 - 19:00'], '수': ['13:00 - 19:00'], '목': ['13:00 - 19:00'], '금': ['13:00 - 19:00'], '토': ['09:30 - 12:30'], '일': ['정기휴무 (매주 일요일)']}",{},[],{}
1384,1384,1384,1384,1384,1384,mid,4.0,그린주얼리,7,,36.372546143009,127.31850552337,34086.0,대전광역시 유성구 노은로 144,,0507-1425-4499,[1],4.24,['44'],"[{""\""\u00ec\u00b9\u009c\u00ec\u00a0\u0088\u00ed\u0095\u00b4\u00ec\u009a\u0094\"""": ""12""}, {""\""A/S\u00ea\u00b0\u0080 \u00ec\u0084\u00b8\u00ec\u008b\u00ac\u00ed\u0095\u00b4\u00ec\u009a\u0094\"""": ""3""}, {""\""\u00ec\u0084\u00a0\u00eb\u00ac\u00bc\u00ed\u0095\u0098\u00ea\u00b8\u00b0 \u00ec\u00a2\u008b\u00ec\u0095\u0084\u00ec\u009a\u0094\"""": ""3""}, {""\""\u00ec\u0083\u0081\u00ed\u0092\u0088\u00ec\u009d\u00b4 \u00eb\u008b\u00a4\u00ec\u0096\u0091\u00ed\u0095\u00b4\u00ec\u009a\u0094\"""": ""3""}, {""\""\u00eb\u00a7\u00a4\u00ec\u009e\u00a5\u00ec\u009d\u00b4 \u00ec\u00b2\u00ad\u00ea\u00b2\u00b0\u00ed\u0095\u00b4\u00ec\u009a\u0094\"""": ""3""}, {""\""\u00ea\u00b0\u0080\u00ec\u0084\u00b1\u00eb\u00b9\u0084\u00ea\u00b0\u0080 \u00ec\u00a2\u008b\u00ec\u0095\u0084\u00ec\u009a\u0094\"""": ""2""}]",{'매일': ['10:30 - 20:30']},{},[],{}
1385,1385,1385,1385,1385,1385,mid,4.0,다사랑 약국,2,,36.372546143009,127.31850552337,34086.0,대전광역시 유성구 노은로 144,,042-476-0038,[1],4.27,['235'],"[{""\""\u00ec\u00b9\u009c\u00ec\u00a0\u0088\u00ed\u0095\u00b4\u00ec\u009a\u0094\"""": ""20""}, {""\""\u00eb\u00b3\u00b5\u00ec\u0095\u00bd\u00ec\u00a7\u0080\u00eb\u008f\u0084\u00eb\u00a5\u00bc \u00ec\u009e\u0098\u00ed\u0095\u00b4\u00ec\u00a4\u0098\u00ec\u009a\u0094\"""": ""7""}, {""\""\u00ea\u00b0\u0080\u00ea\u00b2\u00a9\u00ec\u009d\u00b4 \u00ed\u0095\u00a9\u00eb\u00a6\u00ac\u00ec\u00a0\u0081\u00ec\u009d\u00b4\u00ec\u0097\u0090\u00ec\u009a\u0094\"""": ""7""}, {""\""\u00ec\u0083\u0081\u00eb\u008b\u00b4\u00ec\u009d\u00b4 \u00ec\u009e\u0090\u00ec\u0084\u00b8\u00ed\u0095\u00b4\u00ec\u009a\u0094\"""": ""6""}, {""\""\u00ec\u00a0\u009c\u00ed\u0092\u0088 \u00ec\u00a2\u0085\u00eb\u00a5\u0098\u00ea\u00b0\u0080 \u00eb\u008b\u00a4\u00ec\u0096\u0091\u00ed\u0095\u00b4\u00ec\u009a\u0094\"""": ""6""}, {""\""\u00ec\u00a1\u00b0\u00ec\u00a0\u009c\u00ec\u0095\u00bd \u00ed\u008f\u00ac\u00ec\u009e\u00a5\u00ec\u009d\u00b4 \u00ec\u0084\u00b8\u00ec\u008b\u00ac\u00ed\u0095\u00b4\u00ec\u009a\u0094\"""": ""4""}, {""\""\u00eb\u00a7\u00a4\u00ec\u009e\u00a5\u00ec\u009d\u00b4 \u00ec\u00b2\u00ad\u00ea\u00b2\u00b0\u00ed\u0095\u00b4\u00ec\u009a\u0094\"""": ""4""}, {""\""\u00eb\u00a7\u00a4\u00ec\u009e\u00a5\u00ec\u009d\u00b4 \u00eb\u0084\u0093\u00ec\u0096\u00b4\u00ec\u009a\u0094\"""": ""3""}, {""\""\u00eb\u008c\u0080\u00ea\u00b8\u00b0\u00ea\u00b3\u00b5\u00ea\u00b0\u0084\u00ec\u009d\u00b4 \u00ec\u009e\u0098 \u00eb\u0090\u0098\u00ec\u0096\u00b4\u00ec\u009e\u0088\u00ec\u0096\u00b4\u00ec\u009a\u0094\"""": ""3""}, {""\""\u00ec\u00a3\u00bc\u00ec\u00b0\u00a8\u00ed\u0095\u0098\u00ea\u00b8\u00b0 \u00ed\u008e\u00b8\u00ed\u0095\u00b4\u00ec\u009a\u0094\"""": ""2""}]","{'월': ['09:00 - 22:30'], '화': ['09:00 - 22:30'], '수': ['09:00 - 22:30'], '목': ['09:00 - 22:30'], '금': ['09:00 - 22:30'], '토': ['09:00 - 22:30'], '일': ['정보없음']}",{},[],{}
1386,1386,1386,1386,1386,1386,mid,4.0,마루,0,4.0,36.372546143009,127.31850552337,34086.0,대전광역시 유성구 노은로 144,,042-823-1082,[1],4.43,['158'],"[{""\""\u00ec\u009d\u008c\u00ec\u008b\u009d\u00ec\u009d\u00b4 \u00eb\u00a7\u009b\u00ec\u009e\u0088\u00ec\u0096\u00b4\u00ec\u009a\u0094\"""": ""45""}, {""\""\u00ea\u00b0\u0080\u00ec\u0084\u00b1\u00eb\u00b9\u0084\u00ea\u00b0\u0080 \u00ec\u00a2\u008b\u00ec\u0095\u0084\u00ec\u009a\u0094\"""": ""31""}, {""\""\u00ec\u00b9\u009c\u00ec\u00a0\u0088\u00ed\u0095\u00b4\u00ec\u009a\u0094\"""": ""27""}, {""\""\u00ec\u009e\u00ac\u00eb\u00a3\u008c\u00ea\u00b0\u0080 \u00ec\u008b\u00a0\u00ec\u0084\u00a0\u00ed\u0095\u00b4\u00ec\u009a\u0094\"""": ""17""}, {""\""\u00ec\u0096\u0091\u00ec\u009d\u00b4 \u00eb\u00a7\u008e\u00ec\u0095\u0084\u00ec\u009a\u0094\"""": ""12""}, {""\""\u00ed\u008a\u00b9\u00eb\u00b3\u0084\u00ed\u0095\u009c \u00eb\u00a9\u0094\u00eb\u0089\u00b4\u00ea\u00b0\u0080 \u00ec\u009e\u0088\u00ec\u0096\u00b4\u00ec\u009a\u0094\"""": ""9""}, {""\""\u00eb\u00a7\u00a4\u00ec\u009e\u00a5\u00ec\u009d\u00b4 \u00ec\u00b2\u00ad\u00ea\u00b2\u00b0\u00ed\u0095\u00b4\u00ec\u009a\u0094\"""": ""9""}, {""\""\u00eb\u00a7\u00a4\u00ec\u009e\u00a5\u00ec\u009d\u00b4 \u00eb\u0084\u0093\u00ec\u0096\u00b4\u00ec\u009a\u0094\"""": ""3""}, {""\""\u00ed\u008a\u00b9\u00eb\u00b3\u0084\u00ed\u0095\u009c \u00eb\u0082\u00a0 \u00ea\u00b0\u0080\u00ea\u00b8\u00b0 \u00ec\u00a2\u008b\u00ec\u0095\u0084\u00ec\u009a\u0094\"""": ""3""}, {""\""\u00ed\u0099\u0094\u00ec\u009e\u00a5\u00ec\u008b\u00a4\u00ec\u009d\u00b4 \u00ea\u00b9\u00a8\u00eb\u0081\u0097\u00ed\u0095\u00b4\u00ec\u009a\u0094\"""": ""3""}, {""\""\u00ed\u0098\u00bc\u00eb\u00b0\u00a5\u00ed\u0095\u0098\u00ea\u00b8\u00b0 \u00ec\u00a2\u008b\u00ec\u0095\u0084\u00ec\u009a\u0094\"""": ""2""}, {""\""\u00ec\u00a3\u00bc\u00ec\u00b0\u00a8\u00ed\u0095\u0098\u00ea\u00b8\u00b0 \u00ed\u008e\u00b8\u00ed\u0095\u00b4\u00ec\u009a\u0094\"""": ""2""}, {""\""\u00ec\u009d\u00b8\u00ed\u0085\u008c\u00eb\u00a6\u00ac\u00ec\u0096\u00b4\u00ea\u00b0\u0080 \u00eb\u00a9\u008b\u00ec\u00a0\u00b8\u00ec\u009a\u0094\"""": ""1""}]","{'매일': ['11:00 - 22:30', '22:15 라스트오더']}",{},[],"{'피자마루 메뉴': '변동', '마늘빵엣지스테이크피자': '16,900원', '불고기타코피자': '12,900원', '고추마요 치킨 피자': '11,900원'}"
1387,1387,1387,1387,1387,1387,mid,4.0,맘스터치,0,8.0,36.372546143009,127.31850552337,34086.0,대전광역시 유성구 노은로 144,,042-825-3336,[1],4.26,['409'],"[{""\""\u00ec\u009d\u008c\u00ec\u008b\u009d\u00ec\u009d\u00b4 \u00eb\u00a7\u009b\u00ec\u009e\u0088\u00ec\u0096\u00b4\u00ec\u009a\u0094\"""": ""236""}, {""\""\u00ea\u00b0\u0080\u00ec\u0084\u00b1\u00eb\u00b9\u0084\u00ea\u00b0\u0080 \u00ec\u00a2\u008b\u00ec\u0095\u0084\u00ec\u009a\u0094\"""": ""76""}, {""\""\u00ec\u009e\u00ac\u00eb\u00a3\u008c\u00ea\u00b0\u0080 \u00ec\u008b\u00a0\u00ec\u0084\u00a0\u00ed\u0095\u00b4\u00ec\u009a\u0094\"""": ""66""}, {""\""\u00ec\u00b9\u009c\u00ec\u00a0\u0088\u00ed\u0095\u00b4\u00ec\u009a\u0094\"""": ""64""}, {""\""\u00ed\u0098\u00bc\u00eb\u00b0\u00a5\u00ed\u0095\u0098\u00ea\u00b8\u00b0 \u00ec\u00a2\u008b\u00ec\u0095\u0084\u00ec\u009a\u0094\"""": ""59""}, {""\""\u00eb\u00a7\u00a4\u00ec\u009e\u00a5\u00ec\u009d\u00b4 \u00eb\u0084\u0093\u00ec\u0096\u00b4\u00ec\u009a\u0094\"""": ""42""}, {""\""\u00ec\u00a3\u00bc\u00ec\u00b0\u00a8\u00ed\u0095\u0098\u00ea\u00b8\u00b0 \u00ed\u008e\u00b8\u00ed\u0095\u00b4\u00ec\u009a\u0094\"""": ""41""}, {""\""\u00ec\u0096\u0091\u00ec\u009d\u00b4 \u00eb\u00a7\u008e\u00ec\u0095\u0084\u00ec\u009a\u0094\"""": ""29""}, {""\""\u00eb\u00a7\u00a4\u00ec\u009e\u00a5\u00ec\u009d\u00b4 \u00ec\u00b2\u00ad\u00ea\u00b2\u00b0\u00ed\u0095\u00b4\u00ec\u009a\u0094\"""": ""29""}, {""\""\u00ed\u008a\u00b9\u00eb\u00b3\u0084\u00ed\u0095\u009c \u00eb\u00a9\u0094\u00eb\u0089\u00b4\u00ea\u00b0\u0080 \u00ec\u009e\u0088\u00ec\u0096\u00b4\u00ec\u009a\u0094\"""": ""25""}, {""\""\u00eb\u00b7\u00b0\u00ea\u00b0\u0080 \u00ec\u00a2\u008b\u00ec\u0095\u0084\u00ec\u009a\u0094\"""": ""9""}, {""\""\u00ec\u009d\u00b8\u00ed\u0085\u008c\u00eb\u00a6\u00ac\u00ec\u0096\u00b4\u00ea\u00b0\u0080 \u00eb\u00a9\u008b\u00ec\u00a0\u00b8\u00ec\u009a\u0094\"""": ""6""}, {""\""\u00ed\u008a\u00b9\u00eb\u00b3\u0084\u00ed\u0095\u009c \u00eb\u0082\u00a0 \u00ea\u00b0\u0080\u00ea\u00b8\u00b0 \u00ec\u00a2\u008b\u00ec\u0095\u0084\u00ec\u009a\u0094\"""": ""5""}, {""\""\u00ed\u0099\u0094\u00ec\u009e\u00a5\u00ec\u008b\u00a4\u00ec\u009d\u00b4 \u00ea\u00b9\u00a8\u00eb\u0081\u0097\u00ed\u0095\u00b4\u00ec\u009a\u0094\"""": ""5""}, {""\""\u00eb\u008b\u00a8\u00ec\u00b2\u00b4\u00eb\u00aa\u00a8\u00ec\u009e\u0084 \u00ed\u0095\u0098\u00ea\u00b8\u00b0 \u00ec\u00a2\u008b\u00ec\u0095\u0084\u00ec\u009a\u0094\"""": ""4""}]",[],{},[],{}
1388,1388,1388,1388,1388,1388,mid,4.0,맥한의원,2,,36.372546143009,127.31850552337,34086.0,대전광역시 유성구 노은로 144,,042-824-3175,[1],no_rating,,,"{'월': ['09:00 - 19:00', '12:30 - 14:00 휴게시간'], '화': ['09:00 - 19:00', '12:30 - 14:00 휴게시간'], '수': ['09:00 - 19:00', '12:30 - 14:00 휴게시간'], '목': ['09:00 - 19:00', '12:30 - 14:00 휴게시간'], '금': ['09:00 - 19:00', '12:30 - 14:00 휴게시간'], '토': ['09:00 - 14:00'], '일': ['정기휴무 (매주 일요일)']}",{},[],{}
1389,1389,1389,1389,1389,1389,mid,4.0,백종원의 원조쌈밥집,0,1.0,36.345110148616,127.3396704327,34199.0,대전광역시 유성구 상대동로2번길 63,,,[1],no_rating,,,,,,
1390,1390,1390,1390,1390,1390,mid,4.0,바네사,7,,36.372546143009,127.31850552337,34086.0,대전광역시 유성구 노은로 144,,,[1],,,,,,,
1391,1391,1391,1391,1391,1391,mid,4.0,본도시락,0,2.0,36.372546143009,127.31850552337,34086.0,대전광역시 유성구 노은로 144,,,[1],,,,,,,
1392,1392,1392,1392,1392,1392,mid,4.0,와쿠와쿠,0,9.0,36.372546143009,127.31850552337,34086.0,대전광역시 유성구 노은로 144,,,[1],,,,,,,
1393,1393,1393,1393,1393,1393,mid,4.0,제일디자인,7,,36.372546143009,127.31850552337,34086.0,대전광역시 유성구 노은로 144,,,[1],,,,,,,
1394,1394,1394,1394,1394,1394,mid,4.0,하나투어,7,,36.372546143009,127.31850552337,34086.0,대전광역시 유성구 노은로 144,,0507-1406-0700,[1],no_rating,,,[],{},[],{}
1395,1395,1395,1395,1395,1395,mid,4.0,호밀호두과자,0,7.0,36.372546143009,127.31850552337,34086.0,대전광역시 유성구 노은로 144,,,[1],,,,,,,
1396,1396,1396,1396,1396,1396,mid,4.0,서성현 온누리약국 ,2,,36.319120093973,127.39917482397,34900.0,대전광역시 중구 계백로 1613,,,[1],,,,,,,
